Country,Region,GDP_Per_Capita,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Population,Happiness_Score,Happiness_Rank
Italy,Europe,2.419,0.857,72.9,0.518,0.017,0.448,21.0,1015229758.0,8.0,279.0
China,North America,2.239,0.717,74.1,0.229,0.551,0.188,9.5,795764079.0,8.0,280.0
UAE,South America,,,,,0.086,0.345,13.6,1154824524.0,,281.0
Denmark,North America,1.497,0.629,80.1,0.955,0.253,0.206,3.1,1269874454.0,8.0,282.0
UK,South America,1.691,0.932,84.4,0.858,0.268,0.759,24.5,321125391.0,8.0,283.0
Nepal,Asia,2.451,0.858,74.4,0.971,0.586,0.175,2.6,353733326.0,8.0,284.0
USA,Oceania,1.785,0.831,70.0,0.96,0.763,0.122,4.1,84885391.0,8.0,285.0
Brazil,South America,2.456,0.574,73.7,0.688,0.772,0.658,4.2,1252461891.0,8.0,286.0
Sweden,North America,1.863,0.958,81.7,0.711,0.628,0.114,2.5,1288657614.0,8.0,287.0
India,Asia,2.387,0.735,65.1,0.76,0.593,0.501,12.0,639251046.0,8.0,288.0
Japan,Europe,1.894,0.869,75.6,0.666,0.427,0.263,2.9,1255371809.0,8.0,289.0
Germany,South America,2.339,0.698,77.5,0.794,0.01,0.154,10.8,1015779377.0,8.0,290.0
Denmark,Europe,1.907,0.744,83.7,0.896,0.151,0.392,16.9,411865923.0,8.0,291.0
Bhutan,Asia,1.849,0.783,83.1,0.513,0.578,0.077,16.0,1043970729.0,8.0,292.0
Finland,Asia,1.505,0.895,74.8,0.448,0.678,0.143,6.0,946278200.0,8.0,293.0
Bhutan,Oceania,2.338,0.997,76.4,0.417,0.107,0.617,3.1,201894908.0,8.0,294.0
China,Asia,2.216,0.899,71.6,0.214,0.424,0.071,14.0,745300567.0,8.0,295.0
Singapore,South America,2.364,0.613,69.4,0.542,0.157,0.675,4.4,275115587.0,8.0,296.0
India,North America,2.436,0.431,79.5,0.648,0.265,0.415,17.0,296795418.0,8.0,297.0
Australia,South America,2.327,0.476,71.6,0.671,0.688,0.572,20.1,910097659.0,8.0,298.0
Canada,South America,2.001,0.934,75.6,0.858,0.503,0.658,5.0,320130941.0,8.0,299.0
Singapore,Oceania,2.42,0.311,85.0,0.66,0.468,0.08,16.4,1207644136.0,8.0,300.0
Sweden,North America,1.823,0.992,76.1,0.314,0.058,0.88,10.9,1212082343.0,8.0,301.0
UAE,Asia,2.108,0.627,79.7,0.815,0.206,0.068,2.8,771824109.0,8.0,302.0
UK,South America,1.916,0.881,75.9,0.327,0.656,0.59,16.5,393160687.0,8.0,303.0
Finland,Oceania,1.911,0.83,74.3,0.689,0.617,0.03,12.2,1327804259.0,8.0,304.0
USA,North America,2.072,0.889,70.0,0.324,0.315,0.535,14.2,1006294850.0,8.0,305.0
USA,Europe,2.485,0.439,78.2,0.691,0.321,0.129,3.7,314392935.0,8.0,306.0
Brazil,Asia,2.175,0.927,79.3,0.754,0.367,0.071,21.4,452709232.0,8.0,307.0
USA,South America,2.353,0.814,82.5,0.365,0.112,0.457,24.9,637488838.0,8.0,308.0
Denmark,South America,2.059,0.406,82.1,0.806,0.76,0.759,2.0,1058972192.0,8.0,309.0
Japan,Oceania,1.992,0.836,83.1,0.586,0.307,0.254,19.8,44748085.0,8.0,310.0
India,Asia,2.375,0.606,66.0,0.912,0.33,0.77,14.9,707038074.0,8.0,311.0
India,South America,2.387,0.325,79.8,0.64,0.076,0.744,,188472112.0,8.0,312.0
Sweden,Asia,1.927,0.574,84.2,0.482,0.163,0.403,3.5,77098895.0,8.0,313.0
Sweden,Asia,2.237,0.543,71.1,0.966,0.307,0.793,4.2,910939766.0,8.0,314.0
UAE,Europe,2.445,0.587,74.6,0.674,0.285,0.504,11.7,860879318.0,8.0,315.0
Italy,Oceania,1.858,0.857,83.0,0.251,0.753,0.761,10.7,734371725.0,8.0,316.0
India,South America,2.456,0.877,63.4,0.604,0.219,0.368,5.4,347427481.0,8.0,317.0
Denmark,Asia,2.485,0.756,58.6,0.933,0.209,0.363,11.8,260415685.0,8.0,318.0
UK,Europe,1.739,0.947,81.7,0.87,0.202,0.798,24.1,1162239735.0,8.0,319.0
France,Europe,2.427,0.396,78.6,0.817,0.008,0.8,11.4,948457080.0,8.0,320.0
India,Europe,1.902,0.825,82.2,0.964,0.018,0.692,18.6,56939100.0,8.0,321.0
Germany,Europe,1.878,0.69,80.3,0.423,0.546,0.454,5.4,455572698.0,8.0,322.0
India,South America,2.494,0.377,83.2,0.873,0.481,0.517,13.3,733650290.0,8.0,323.0
Norway,Europe,2.467,0.91,63.6,0.215,0.378,0.737,13.3,523873804.0,8.0,324.0
Singapore,Oceania,2.041,0.652,83.3,0.541,0.663,0.801,2.3,676035979.0,8.0,325.0
UAE,Europe,,,,,0.773,0.264,7.3,1011650677.0,,326.0
UAE,Europe,2.298,0.816,62.4,0.971,0.558,0.828,25.0,173373360.0,8.0,327.0
Spain,North America,2.479,0.864,74.3,0.554,0.397,0.502,2.5,48833959.0,8.0,328.0
Australia,Asia,2.333,0.721,74.3,0.501,0.311,0.099,18.6,262026629.0,8.0,329.0
Brazil,South America,2.158,0.593,75.9,0.331,0.785,0.323,5.0,968791116.0,8.0,330.0
France,South America,1.922,0.95,65.3,0.74,0.28,0.262,24.7,659421099.0,8.0,331.0
Japan,Asia,2.131,0.513,83.0,0.903,0.398,0.491,10.8,831443068.0,8.0,332.0
Japan,Asia,2.483,0.737,75.5,0.654,0.524,0.418,19.9,25940782.0,8.0,333.0
Finland,North America,1.871,0.573,82.7,0.713,0.347,0.757,23.3,177651383.0,8.0,334.0
Bhutan,Asia,2.353,0.739,82.5,0.885,0.315,0.773,24.3,568696913.0,8.0,335.0
Finland,Europe,2.478,0.918,69.8,0.565,0.603,0.543,5.5,534279590.0,8.0,336.0
Italy,Asia,2.217,0.578,74.0,0.804,0.351,0.299,15.5,238187489.0,8.0,337.0
Brazil,Europe,1.624,0.941,74.3,0.751,0.743,0.239,17.6,651938707.0,8.0,338.0
USA,North America,2.453,0.758,80.7,0.421,0.434,0.265,5.9,1373055707.0,8.0,339.0
UK,Asia,2.278,0.527,76.9,0.889,0.645,0.843,23.0,51526999.0,8.0,340.0
Singapore,Oceania,1.727,0.937,68.8,0.893,0.718,0.258,13.2,97032783.0,8.0,341.0
Japan,South America,2.234,0.856,68.4,0.585,0.109,0.686,21.8,550605151.0,8.0,342.0
Germany,Europe,2.41,0.953,74.3,0.878,0.695,0.641,11.0,1165477517.0,8.0,343.0
Sweden,Oceania,2.327,0.872,62.7,0.448,0.297,0.341,12.9,1220627394.0,8.0,344.0
Nepal,Asia,1.893,0.883,79.5,0.433,0.764,0.011,21.4,240271025.0,8.0,345.0
Singapore,South America,2.481,0.92,54.4,0.913,0.475,0.123,11.6,461204491.0,8.0,
China,North America,2.284,0.519,82.6,0.27,0.643,0.554,16.0,1238706385.0,8.0,347.0
China,Asia,2.205,0.992,59.3,0.464,0.02,0.487,4.6,368637988.0,8.0,348.0
Spain,Asia,,,,,0.221,0.603,17.2,56530933.0,,349.0
Brazil,Asia,,,,,0.343,0.823,12.4,1233856419.0,,350.0
Japan,Oceania,1.643,0.869,83.8,0.337,0.209,0.088,17.4,1369621917.0,8.0,351.0
Brazil,Oceania,2.444,0.527,81.7,0.315,0.404,0.13,8.2,182794975.0,8.0,352.0
China,Europe,2.491,0.531,83.7,0.45,0.249,0.028,12.2,372134131.0,8.0,353.0
Nepal,Asia,2.461,0.869,83.6,0.463,0.244,0.1,17.8,1355625964.0,8.0,354.0
Finland,Europe,2.398,0.761,65.2,0.885,0.4,0.087,16.4,77936866.0,8.0,355.0
Nepal,Asia,2.467,0.628,68.7,0.752,0.083,0.117,23.7,1037564110.0,8.0,356.0
Bhutan,South America,2.3,0.919,80.9,0.581,0.177,0.458,21.2,677056566.0,8.0,357.0
Nepal,Europe,2.309,0.813,79.9,0.253,0.404,0.506,9.6,460274049.0,8.0,358.0
Japan,Asia,1.601,0.992,73.9,0.753,0.401,0.877,10.2,190579140.0,8.0,359.0
France,Asia,2.14,0.662,79.2,0.665,0.36,0.476,19.5,270714118.0,8.0,360.0
Canada,North America,2.249,0.655,68.7,0.739,0.024,0.164,11.9,576533554.0,8.0,361.0
France,Europe,2.489,0.557,70.7,0.738,0.206,0.067,8.7,1375833747.0,8.0,362.0
Canada,Europe,2.328,0.786,72.0,0.711,0.79,0.314,5.5,1381384281.0,8.0,363.0
France,Europe,2.38,0.778,78.5,0.917,0.349,0.13,17.1,520268449.0,8.0,364.0
Singapore,North America,2.057,0.459,81.4,0.862,0.27,0.645,21.0,770948903.0,8.0,365.0
UK,Oceania,1.828,0.966,79.7,0.5,0.751,0.699,13.4,329290260.0,8.0,366.0
Japan,Europe,2.328,0.723,84.3,0.971,0.409,0.393,4.0,515445992.0,8.0,367.0
Denmark,South America,1.582,0.804,82.0,0.579,0.758,0.029,21.6,555767031.0,8.0,368.0
Germany,Asia,2.288,0.879,81.9,0.494,0.247,0.057,12.9,119330403.0,8.0,
Japan,North America,2.358,0.497,84.2,0.317,0.075,0.124,19.7,708896555.0,8.0,370.0
Germany,South America,2.48,0.987,51.3,0.897,0.541,0.835,15.6,552186462.0,8.0,371.0
France,North America,1.754,0.649,81.9,0.394,0.48,0.753,13.1,111401929.0,8.0,372.0
India,Oceania,2.193,0.897,78.9,0.687,0.54,0.08,24.0,753940382.0,8.0,373.0
Nepal,Oceania,2.396,0.628,83.2,0.447,0.569,0.612,12.6,975409424.0,8.0,374.0
Denmark,Europe,2.437,0.672,72.2,0.64,0.358,0.237,16.8,479870503.0,8.0,375.0
Finland,Oceania,2.231,0.865,80.8,0.506,0.33,0.598,20.1,36996099.0,8.0,376.0
Singapore,Europe,1.87,0.789,71.9,0.922,0.544,0.002,18.9,352170071.0,8.0,377.0
Singapore,South America,2.493,0.778,73.3,0.95,0.789,0.025,10.3,1302848101.0,8.0,378.0
Japan,Europe,2.201,0.685,76.7,0.214,0.233,0.227,8.7,485243438.0,8.0,379.0
Denmark,North America,2.13,0.894,75.3,0.941,0.498,0.257,9.6,915556579.0,8.0,380.0
Spain,North America,2.238,0.955,66.0,0.777,0.625,0.645,2.2,1389911556.0,8.0,381.0
Australia,South America,2.456,0.97,83.2,0.518,0.215,0.665,21.3,1036830096.0,8.0,382.0
France,Oceania,2.444,0.922,58.8,0.377,0.522,0.699,13.6,236933725.0,8.0,383.0
USA,South America,2.384,0.646,83.5,0.642,0.798,0.445,14.9,1379680628.0,8.0,384.0
Denmark,Europe,2.245,0.898,82.9,0.434,0.472,0.738,15.0,898553545.0,8.0,385.0
Norway,South America,1.951,0.959,70.4,0.958,0.215,0.238,14.6,984916063.0,8.0,
Nepal,North America,1.779,0.723,80.4,0.771,0.566,0.362,20.0,585466896.0,8.0,387.0
Norway,North America,2.162,0.393,75.8,0.695,0.629,0.01,3.3,426048567.0,8.0,388.0
Norway,Europe,1.985,0.677,81.6,0.311,0.138,0.497,2.3,734847574.0,8.0,389.0
India,Asia,0.899,0.999,81.4,0.926,0.265,0.232,8.1,1125344388.0,8.0,390.0
China,North America,1.998,0.977,74.8,0.609,0.724,0.669,5.3,235801271.0,8.0,391.0
China,Europe,2.295,0.791,82.3,0.984,0.627,0.882,7.0,1098105223.0,8.0,392.0
Singapore,Oceania,2.471,0.908,77.1,0.347,0.141,0.599,3.4,742806132.0,8.0,393.0
Italy,South America,2.122,0.877,71.3,0.759,0.67,0.444,7.6,1166789428.0,8.0,394.0
UAE,Asia,2.412,0.79,83.5,0.811,0.252,0.859,4.3,839543176.0,8.0,395.0
Finland,Asia,2.131,0.903,73.2,0.792,0.577,0.541,12.8,1137242742.0,8.0,396.0
Australia,North America,2.065,0.592,77.7,0.967,0.234,0.456,4.3,628964507.0,8.0,397.0
Norway,Europe,2.282,0.475,83.0,0.299,0.73,0.086,17.3,1385642502.0,8.0,398.0
USA,North America,2.349,0.743,69.3,0.959,0.177,0.04,24.1,99283710.0,8.0,399.0
India,South America,2.122,0.666,81.7,0.828,0.271,0.628,22.5,443598103.0,8.0,400.0
India,North America,2.382,0.302,74.5,0.898,0.657,0.755,8.3,135434738.0,8.0,401.0
Japan,South America,2.45,0.671,81.7,0.406,0.799,0.538,4.9,1191346971.0,8.0,402.0
Bhutan,North America,1.925,0.926,78.1,0.935,0.269,0.516,20.6,213510605.0,8.0,403.0
Spain,South America,1.804,0.909,80.9,0.694,0.348,0.067,19.9,890546959.0,8.0,404.0
UAE,Oceania,2.259,0.609,67.7,0.931,0.459,0.397,12.5,406954110.0,8.0,405.0
Germany,Asia,2.091,0.957,84.1,0.419,0.143,0.622,7.5,1339859848.0,8.0,406.0
Germany,Asia,1.306,0.938,79.9,0.771,0.014,0.461,4.0,474150744.0,8.0,407.0
Singapore,Asia,1.691,0.746,83.3,0.504,0.068,0.325,19.3,816650770.0,8.0,408.0
Singapore,Asia,2.426,0.408,69.7,0.79,0.402,0.229,6.9,536950693.0,8.0,409.0
China,Europe,1.652,0.855,84.8,0.455,0.673,0.681,10.7,650733979.0,8.0,410.0
Norway,Oceania,2.34,0.911,68.1,0.747,0.63,0.06,21.9,773485686.0,8.0,411.0
Japan,North America,2.137,0.967,81.4,0.897,0.373,0.538,4.3,723428326.0,8.0,412.0
Denmark,South America,2.035,0.719,82.0,0.933,0.623,0.812,3.9,1045149828.0,8.0,413.0
Spain,Europe,2.177,0.392,84.6,0.809,0.255,0.198,19.6,19569343.0,8.0,414.0
Germany,North America,1.52,0.964,81.8,0.49,0.783,0.513,3.7,928460603.0,8.0,415.0
Sweden,North America,2.443,0.61,77.7,0.615,0.529,0.493,19.3,158832390.0,8.0,416.0
USA,Asia,2.218,0.965,76.7,0.973,0.214,0.637,16.1,1163011062.0,8.0,417.0
Japan,Asia,2.015,0.989,75.2,0.452,0.524,0.759,14.6,567657175.0,8.0,418.0
UAE,Europe,2.408,0.402,84.0,0.556,0.373,0.591,12.2,88417178.0,8.0,419.0
Nepal,Europe,2.128,0.49,81.9,0.696,0.071,0.656,10.5,1054852808.0,8.0,420.0
China,Asia,2.087,0.718,78.3,0.9,0.307,0.062,14.7,963692342.0,8.0,421.0
Norway,Europe,2.438,0.55,62.9,0.819,0.593,0.121,17.5,905248017.0,8.0,422.0
Italy,Asia,2.455,0.36,70.4,0.873,0.209,0.306,9.3,1191552584.0,8.0,423.0
Japan,Oceania,1.82,0.464,85.0,0.691,0.229,0.583,18.2,447110317.0,8.0,424.0
China,Europe,1.565,0.99,74.7,0.456,0.798,0.043,21.4,804086850.0,8.0,425.0
France,North America,1.976,0.791,70.4,0.576,0.09,0.112,5.8,106613510.0,8.0,426.0
Denmark,Oceania,1.881,0.809,82.9,0.824,0.595,0.776,11.0,942115365.0,8.0,427.0
France,Europe,2.477,0.899,71.3,0.769,0.088,0.153,8.2,1123564145.0,8.0,428.0
Sweden,South America,1.775,0.633,78.8,0.887,0.686,0.24,8.3,311487062.0,8.0,429.0
Norway,South America,2.473,0.659,82.9,0.433,0.339,0.262,13.6,460910774.0,8.0,430.0
USA,South America,1.655,0.781,83.0,0.712,0.636,0.607,24.0,830125997.0,8.0,431.0
Denmark,North America,2.248,0.84,70.8,0.637,0.136,0.036,14.7,550073051.0,8.0,432.0
Norway,Europe,1.872,0.429,80.3,0.988,0.558,0.29,3.5,1049218976.0,8.0,433.0
Singapore,Asia,1.922,0.92,79.0,0.645,0.234,0.184,16.2,686843416.0,8.0,434.0
France,South America,2.339,0.613,80.2,0.566,0.125,0.445,16.6,1202257974.0,8.0,435.0
UAE,South America,2.487,0.94,84.8,0.625,0.43,0.212,23.4,496191745.0,8.0,436.0
Japan,Europe,1.638,0.915,84.9,0.905,0.285,0.013,13.9,1394303894.0,8.0,437.0
Nepal,North America,1.728,0.915,69.4,0.331,0.302,0.035,13.7,301217398.0,8.0,438.0
Germany,North America,2.41,0.952,74.8,0.455,0.517,0.66,5.8,402463487.0,8.0,439.0
Australia,Europe,2.435,0.575,83.6,0.669,0.109,0.217,18.1,1236858399.0,8.0,440.0
Canada,Oceania,2.21,0.893,68.2,0.921,0.509,0.517,24.3,138905500.0,8.0,441.0
Sweden,Asia,2.463,0.58,77.9,0.553,0.529,0.729,10.0,1175270674.0,8.0,442.0
Nepal,North America,1.751,0.723,81.7,0.537,0.21,0.16,2.5,839785426.0,8.0,443.0
Sweden,Europe,2.064,0.666,75.9,0.453,0.528,0.116,3.3,760639926.0,8.0,444.0
Australia,South America,2.445,0.592,62.0,0.788,0.484,0.177,7.2,1233841305.0,8.0,445.0
Denmark,Oceania,1.434,0.874,76.7,0.773,0.138,0.024,8.5,830982263.0,8.0,446.0
Brazil,North America,2.127,0.997,71.9,0.894,0.506,0.477,7.7,741515274.0,8.0,447.0
Norway,Oceania,1.791,0.964,80.0,0.904,0.078,0.635,23.5,726375985.0,8.0,448.0
Canada,Europe,2.419,0.359,84.8,0.634,0.225,0.351,23.2,514678454.0,8.0,449.0
Japan,Europe,1.868,0.988,74.3,0.809,0.7,0.653,21.6,806287248.0,8.0,450.0
USA,Europe,2.489,0.875,75.9,0.819,0.398,0.28,20.8,484594776.0,8.0,451.0
UAE,Asia,2.358,0.871,61.8,0.446,0.303,0.484,5.3,329448871.0,8.0,452.0
Finland,North America,2.495,0.635,82.3,0.845,0.791,0.405,22.4,315324905.0,8.0,453.0
Bhutan,South America,2.01,0.796,74.5,0.749,0.396,0.22,10.3,1171173245.0,8.0,454.0
Norway,South America,2.428,0.971,66.0,0.897,0.188,0.821,4.8,927483082.0,8.0,455.0
Finland,North America,2.128,0.973,79.4,0.553,0.095,0.802,13.7,1162642974.0,8.0,456.0
Sweden,North America,1.891,0.793,82.7,0.567,0.229,0.028,20.6,879692950.0,8.0,457.0
Sweden,South America,2.18,0.515,80.7,0.962,0.453,0.725,11.3,1033066423.0,8.0,458.0
Singapore,North America,2.434,0.805,66.2,0.835,0.047,0.017,4.1,1309569558.0,8.0,459.0
Germany,Asia,1.717,0.921,75.7,0.721,0.49,0.378,6.8,762869605.0,8.0,460.0
Sweden,North America,2.441,0.59,77.5,0.427,0.065,0.241,3.1,884065459.0,8.0,461.0
Singapore,Oceania,1.557,0.931,82.2,0.44,0.75,0.042,16.3,432748320.0,8.0,462.0
Brazil,Asia,2.392,0.799,62.5,0.489,0.628,0.176,10.7,344454694.0,8.0,463.0
India,North America,2.257,0.831,84.7,0.422,0.105,0.388,17.8,1127304097.0,8.0,464.0
India,North America,1.736,0.823,84.2,0.714,0.249,0.573,5.4,824991993.0,8.0,465.0
China,South America,1.707,0.838,72.3,0.783,0.413,0.667,20.3,954990010.0,8.0,466.0
Spain,Europe,2.089,0.999,59.1,0.548,0.087,0.339,5.4,861423670.0,8.0,467.0
Singapore,Europe,1.659,0.996,74.3,0.792,0.058,0.064,20.1,351283376.0,8.0,468.0
Norway,Europe,2.14,0.645,73.9,0.676,0.616,0.018,8.6,1385770783.0,8.0,469.0
China,Asia,1.745,0.971,61.2,0.983,0.382,0.096,24.4,1033050409.0,8.0,470.0
UAE,North America,1.466,0.851,80.5,0.897,0.734,0.301,21.3,1181635027.0,8.0,471.0
UK,Asia,2.421,0.954,82.5,0.732,0.735,0.176,6.2,1041779245.0,8.0,472.0
Germany,North America,2.039,0.708,79.1,0.943,0.501,0.072,14.4,1008649946.0,8.0,473.0
Canada,Oceania,2.411,0.558,70.6,0.89,0.568,0.261,18.7,685025780.0,8.0,474.0
Canada,Asia,2.205,0.721,68.5,0.464,0.32,0.182,4.1,940451527.0,8.0,475.0
Italy,Oceania,2.18,0.815,64.6,0.978,0.103,0.02,7.5,885383683.0,8.0,476.0
Italy,Asia,2.411,0.796,71.7,0.515,0.458,0.149,5.2,962204430.0,8.0,477.0
UAE,Europe,2.046,0.91,80.0,0.617,0.262,0.459,8.8,134336510.0,8.0,478.0
Spain,Oceania,2.428,0.394,77.5,0.308,0.665,0.182,16.3,318672164.0,8.0,479.0
Germany,South America,2.408,0.664,77.0,0.998,0.45,0.377,4.4,764515423.0,8.0,480.0
Italy,Europe,1.946,0.956,73.9,0.88,0.724,0.283,14.2,1050043519.0,8.0,481.0
Singapore,Asia,1.677,0.823,77.4,0.876,0.77,0.408,6.7,1276018046.0,8.0,482.0
UAE,Europe,2.461,0.867,69.7,0.927,0.603,0.648,5.7,840058575.0,8.0,483.0
Germany,Oceania,1.937,0.516,77.0,0.757,0.012,0.011,23.9,1114296470.0,8.0,484.0
Canada,Oceania,2.219,0.862,75.2,0.257,0.287,0.301,11.9,,8.0,485.0
Finland,Europe,1.966,0.951,77.6,0.421,0.799,0.604,24.6,600476528.0,8.0,486.0
Singapore,North America,2.349,0.688,74.1,0.553,0.165,0.111,24.0,1046035934.0,8.0,487.0
Singapore,North America,2.213,0.551,78.7,0.705,0.0,0.266,21.8,1227460960.0,8.0,488.0
Denmark,North America,2.458,0.773,78.5,0.741,0.17,0.018,23.0,780996327.0,8.0,489.0
India,Asia,2.499,0.736,65.0,0.4,0.59,0.333,23.4,899101419.0,8.0,490.0
Canada,South America,1.554,0.943,72.4,0.814,0.17,0.299,7.5,940150628.0,8.0,491.0
Finland,Europe,2.497,0.705,78.1,0.607,0.67,0.706,9.1,1053732618.0,8.0,492.0
Italy,Asia,2.406,0.36,83.8,0.907,0.756,0.338,21.3,997555712.0,8.0,493.0
Germany,North America,2.081,0.81,76.9,0.474,0.045,0.406,12.4,146886969.0,8.0,494.0
India,Asia,1.85,0.586,84.8,0.679,0.239,0.029,5.6,550082150.0,8.0,495.0
India,Oceania,2.051,0.509,83.4,0.691,0.705,0.232,16.4,991698617.0,8.0,496.0
Norway,Asia,2.071,0.767,70.9,0.953,0.047,0.846,19.9,982676945.0,8.0,497.0
Germany,South America,1.953,0.361,84.1,0.901,0.723,0.293,7.7,55578438.0,8.0,498.0
India,Europe,2.24,0.508,68.5,0.897,0.475,0.408,9.8,1366973436.0,8.0,499.0
Japan,South America,1.614,0.852,82.8,0.821,0.381,0.726,18.8,27400526.0,8.0,500.0
Singapore,Asia,2.088,0.744,72.3,0.285,0.079,0.314,8.6,861837302.0,8.0,501.0
Spain,Asia,1.822,0.379,83.5,0.762,0.586,0.105,10.3,556388430.0,8.0,502.0
India,Oceania,2.08,0.753,75.7,0.716,0.019,0.068,6.5,1313011579.0,8.0,503.0
Japan,Oceania,,,,,0.337,0.121,7.9,457015901.0,,504.0
China,Asia,2.441,0.848,71.1,0.209,0.233,0.502,23.4,410612239.0,8.0,505.0
Australia,Oceania,2.245,0.948,79.5,0.523,0.633,0.295,21.0,80996519.0,8.0,506.0
Brazil,South America,2.484,0.545,79.1,0.868,0.264,0.531,20.3,797973730.0,8.0,507.0
Sweden,South America,2.042,0.861,84.3,0.895,0.222,0.582,18.2,1136604243.0,8.0,508.0
USA,North America,2.33,0.563,70.0,0.962,0.224,0.738,24.8,1126410386.0,8.0,509.0
Brazil,North America,1.232,0.85,81.5,0.944,0.405,0.595,15.0,298884498.0,8.0,510.0
UK,Europe,1.935,0.914,79.1,0.801,0.627,0.059,15.5,547433850.0,8.0,511.0
Denmark,Europe,2.251,0.486,81.6,0.644,0.61,0.841,14.6,194073151.0,8.0,512.0
Australia,Asia,1.958,0.998,75.1,0.865,0.59,0.183,4.6,547420581.0,8.0,513.0
Bhutan,Asia,2.353,0.548,80.8,0.477,0.079,0.595,22.5,469027299.0,8.0,514.0
Singapore,Europe,2.116,0.779,64.6,0.633,0.145,0.124,19.6,1375254661.0,8.0,515.0
Italy,Europe,1.988,0.961,71.8,0.507,0.061,0.449,13.5,,8.0,516.0
Norway,North America,2.268,0.476,73.7,0.962,0.755,0.16,6.3,144025082.0,8.0,517.0
USA,Asia,1.81,0.852,72.3,0.916,0.669,0.025,4.2,1319352479.0,8.0,518.0
Canada,Oceania,1.645,0.875,82.3,0.492,0.307,0.538,5.0,278192732.0,8.0,519.0
France,Asia,2.468,0.592,68.4,0.869,0.184,0.552,13.8,318936307.0,8.0,520.0
Denmark,Oceania,2.169,0.821,69.9,0.529,0.314,0.567,9.2,406782992.0,8.0,521.0
USA,South America,1.916,0.973,75.7,0.759,0.594,0.417,20.5,1023977437.0,8.0,522.0
Sweden,Europe,1.665,0.713,84.7,0.371,0.094,0.026,15.8,1328569274.0,8.0,523.0
Australia,North America,2.124,0.972,78.5,0.619,0.512,0.562,2.5,1126092047.0,8.0,524.0
Singapore,South America,2.098,0.481,80.4,0.776,0.787,0.136,6.6,1301113939.0,8.0,525.0
UK,Oceania,1.801,0.506,81.3,0.472,0.076,0.385,5.4,1317919636.0,8.0,526.0
Denmark,South America,2.064,0.873,67.3,0.763,0.151,0.302,15.2,782890534.0,8.0,527.0
Singapore,Europe,2.211,0.652,83.7,0.865,0.34,0.093,21.7,987616129.0,8.0,528.0
Norway,Oceania,2.306,0.894,56.8,0.849,0.12,0.335,14.3,331198137.0,8.0,529.0
Canada,Europe,2.107,0.96,84.8,0.438,0.656,0.561,6.0,909260179.0,8.0,530.0
Sweden,South America,2.449,0.869,80.6,0.234,0.708,0.554,22.1,1069706968.0,8.0,531.0
Brazil,South America,2.259,0.861,75.1,0.376,0.403,0.245,16.6,783008082.0,8.0,532.0
Denmark,South America,1.411,0.935,73.3,0.669,0.229,0.017,14.6,901714065.0,8.0,533.0
UK,Asia,2.046,0.522,82.1,0.863,0.004,0.444,,472966021.0,8.0,534.0
India,Oceania,2.016,0.81,73.1,0.395,0.018,0.599,6.6,941434691.0,8.0,535.0
Brazil,Asia,2.233,0.678,77.2,0.771,0.42,0.59,22.5,403517924.0,8.0,536.0
Finland,Oceania,2.16,0.524,78.2,0.493,0.287,0.231,11.6,576939170.0,8.0,537.0
Finland,South America,2.308,0.661,82.0,0.672,0.078,0.898,23.1,528163493.0,8.0,538.0
Norway,Europe,1.777,0.774,76.1,0.673,0.514,0.215,15.5,337871067.0,8.0,539.0
China,Asia,2.197,0.805,81.1,0.567,0.75,0.126,11.5,1245628833.0,8.0,540.0
Brazil,Asia,2.395,0.887,71.4,0.633,0.335,0.661,5.6,290422996.0,8.0,541.0
Sweden,North America,2.057,0.964,72.3,0.841,0.049,0.228,16.2,1349333868.0,8.0,542.0
France,Asia,2.268,0.884,71.0,0.717,0.265,0.523,24.1,837422914.0,8.0,543.0
Denmark,Europe,2.47,0.96,57.7,0.709,0.169,0.223,6.5,780488004.0,8.0,544.0
Bhutan,Oceania,2.255,0.469,77.5,0.327,0.031,0.486,7.8,867251771.0,8.0,545.0
India,Europe,1.835,0.813,79.5,0.356,0.276,0.429,3.3,54989189.0,8.0,546.0
Australia,Europe,2.473,0.852,64.1,0.629,0.583,0.124,19.2,411212453.0,8.0,547.0
Nepal,Europe,1.911,0.938,70.8,0.906,0.633,0.734,9.4,676671927.0,8.0,548.0
Germany,South America,1.999,0.969,71.6,0.741,0.583,0.409,4.4,67288256.0,8.0,549.0
Spain,Asia,1.892,0.811,77.1,0.883,0.076,0.754,24.5,,8.0,550.0
Canada,Asia,2.333,0.956,63.7,0.24,0.539,0.004,4.3,1097568112.0,8.0,551.0
Italy,North America,2.01,0.536,82.3,0.659,0.022,0.323,23.7,292565075.0,8.0,552.0
Finland,Europe,1.716,0.845,81.3,0.351,0.11,0.664,13.0,1193193361.0,8.0,553.0
France,South America,1.569,0.964,83.9,0.725,0.195,0.374,24.8,462396995.0,8.0,554.0
Finland,Oceania,2.043,0.783,75.3,0.815,0.14,0.102,9.5,997791928.0,8.0,555.0
France,South America,2.411,0.618,75.0,0.685,0.735,0.842,13.4,1007853789.0,8.0,556.0
France,Europe,2.283,0.942,81.8,0.438,0.665,0.02,14.8,1369088821.0,8.0,557.0
USA,North America,2.124,0.971,73.8,0.335,0.494,0.277,8.7,963937846.0,8.0,558.0
