Station_ID,City,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,Weather
242,Bengaluru,77.0,218.0,,73.1,1.33,27.6,32.1,21.0,9.3,,Moderate,Foggy
243,Jaipur,210.0,304.4,154.6,18.5,4.55,79.9,21.6,45.0,3.9,223.0,Satisfactory,Foggy
244,Surat,57.3,140.3,170.5,75.9,2.25,188.4,36.1,38.0,7.5,122.0,Very Poor,Cloudy
245,Pune,103.4,152.3,173.8,28.8,0.82,148.0,33.6,78.0,14.7,143.0,Severe,Rainy
246,Mumbai,164.1,23.3,45.1,81.0,4.62,188.1,38.1,59.0,2.6,77.0,Very Poor,Foggy
247,Mumbai,240.7,20.6,141.8,25.7,3.74,7.3,15.4,91.0,16.8,134.0,Very Poor,Rainy
248,Chennai,57.5,24.6,17.0,26.5,2.09,143.6,19.0,81.0,15.2,33.0,Satisfactory,Cloudy
249,Pune,125.6,192.9,160.6,18.8,0.46,154.9,35.2,20.0,2.2,159.0,Severe,Cloudy
250,Mumbai,105.1,181.8,26.3,75.9,4.24,42.7,15.1,34.0,7.1,104.0,Very Poor,Cloudy
251,Bengaluru,196.5,366.9,118.4,11.1,0.25,85.1,33.0,80.0,5.4,227.0,Very Poor,Cloudy
252,Bengaluru,162.0,216.1,134.8,8.7,4.16,19.3,10.7,34.0,5.0,170.0,Severe,Rainy
253,Bengaluru,292.3,127.3,156.1,15.4,2.22,143.8,36.8,95.0,2.5,191.0,Very Poor,Cloudy
254,Bengaluru,246.7,388.3,94.3,73.6,3.12,36.0,38.2,36.0,1.3,243.0,Severe,Foggy
255,Chennai,189.0,163.9,74.1,69.1,1.54,93.8,12.7,94.0,3.3,142.0,Severe,Cloudy
256,Jaipur,158.8,355.8,63.0,51.0,1.87,128.2,11.1,47.0,13.6,192.0,Very Poor,Foggy
257,Jaipur,169.3,23.5,155.4,47.2,1.66,83.4,31.5,86.0,11.7,116.0,Good,Sunny
258,Jaipur,233.9,66.2,168.7,22.6,1.77,166.8,15.0,43.0,10.1,156.0,Very Poor,Foggy
259,Pune,205.7,74.9,154.8,72.1,1.02,102.8,30.3,92.0,14.1,145.0,Severe,Foggy
260,Surat,235.8,220.2,102.1,17.6,3.15,53.8,14.0,41.0,1.1,186.0,Very Poor,Sunny
261,Delhi,209.8,158.3,172.8,56.5,2.49,188.6,11.4,22.0,13.1,180.0,Good,Cloudy
262,Jaipur,179.8,88.1,,54.2,0.76,152.7,41.5,20.0,16.9,,Very Poor,Cloudy
263,Chennai,82.9,209.9,133.5,2.7,4.71,31.4,24.4,89.0,0.8,142.0,Severe,Cloudy
264,Bengaluru,132.2,88.1,127.2,27.5,1.83,76.2,40.8,36.0,11.2,115.0,Severe,Foggy
265,Hyderabad,35.2,366.8,105.7,98.9,0.22,164.8,21.3,35.0,7.7,169.0,Severe,Sunny
266,Surat,255.2,220.5,110.3,5.2,1.66,110.3,41.8,27.0,7.9,195.0,Very Poor,Cloudy
267,Mumbai,8.5,222.4,159.6,50.6,4.94,110.2,26.3,80.0,9.3,130.0,Poor,Foggy
268,Mumbai,163.3,322.6,42.0,62.6,0.97,98.5,24.8,43.0,11.9,175.0,Moderate,Rainy
269,Hyderabad,222.6,195.7,121.0,45.3,4.42,99.1,18.2,31.0,4.3,179.0,Severe,Cloudy
270,Mumbai,159.0,65.2,97.5,30.2,4.48,71.4,27.4,74.0,8.4,107.0,Poor,Rainy
271,Pune,279.6,92.4,157.2,22.2,3.96,60.4,10.5,82.0,19.8,176.0,Good,Foggy
272,Ahmedabad,250.6,30.3,22.6,9.8,3.24,143.8,39.3,55.0,12.5,101.0,Poor,Rainy
273,Kolkata,83.5,185.6,75.5,52.8,4.15,31.2,43.8,29.0,16.5,114.0,Severe,Rainy
274,Ahmedabad,43.8,321.7,64.2,20.6,4.63,65.7,28.6,92.0,9.8,143.0,Satisfactory,Cloudy
275,Mumbai,215.3,92.7,48.6,63.8,1.11,117.3,42.1,70.0,5.0,118.0,Good,Sunny
276,Ahmedabad,16.7,102.5,83.9,95.2,3.78,187.5,39.4,30.0,9.4,67.0,Moderate,Rainy
277,Kolkata,268.0,279.6,128.1,69.2,2.9,104.0,36.4,27.0,9.8,225.0,Very Poor,Cloudy
278,Pune,168.1,360.0,60.1,20.6,2.75,104.5,17.1,63.0,5.0,196.0,Good,Rainy
279,Chennai,177.3,357.1,9.3,85.3,0.67,115.8,42.3,92.0,7.3,181.0,Very Poor,Rainy
280,Ahmedabad,19.0,169.1,155.6,60.3,2.06,131.1,10.6,55.0,19.3,114.0,Severe,Cloudy
281,Bengaluru,268.1,140.9,56.9,41.9,3.26,154.5,17.4,82.0,17.2,155.0,Severe,Sunny
282,Kolkata,240.8,93.6,75.0,48.0,0.9,17.8,39.9,29.0,12.4,136.0,Very Poor,Cloudy
283,Kolkata,102.3,186.9,140.8,68.7,1.86,167.1,26.3,87.0,18.7,143.0,Good,Sunny
284,Hyderabad,41.1,108.4,168.0,72.3,3.78,7.2,22.9,20.0,12.6,105.0,Severe,Cloudy
285,Kolkata,28.1,191.4,81.1,24.4,1.71,123.5,32.9,76.0,7.8,100.0,Severe,Sunny
286,Chennai,,368.5,,37.5,4.54,25.5,23.4,75.0,13.5,,Severe,Sunny
287,Mumbai,274.0,85.9,157.7,24.4,2.24,98.2,15.3,49.0,17.5,172.0,Satisfactory,Sunny
288,Ahmedabad,257.4,248.2,33.1,92.8,4.67,77.5,22.3,35.0,20.0,179.0,Poor,Rainy
289,Jaipur,19.2,321.3,69.1,5.9,3.66,31.3,43.9,51.0,15.4,136.0,Severe,Rainy
290,Ahmedabad,207.9,272.3,154.6,55.5,1.42,105.2,30.3,34.0,15.0,211.0,Good,Sunny
291,Mumbai,45.6,148.2,124.4,5.9,3.13,8.8,20.1,32.0,19.1,106.0,Moderate,Rainy
292,Pune,86.9,177.5,157.0,48.5,3.35,141.5,10.5,86.0,14.4,140.0,Severe,Cloudy
293,Ahmedabad,188.4,280.3,12.7,10.3,1.77,31.2,38.8,23.0,2.9,160.0,Poor,Cloudy
294,Delhi,136.4,284.9,176.5,84.1,3.39,170.7,18.6,70.0,12.0,199.0,Good,Sunny
295,Chennai,47.5,237.1,63.0,27.0,4.02,159.4,19.8,92.0,7.7,115.0,Satisfactory,Sunny
296,Ahmedabad,109.9,256.2,57.0,38.0,2.34,158.3,22.7,61.0,18.3,141.0,Poor,Sunny
297,Delhi,5.2,92.2,82.2,27.6,4.81,62.6,24.1,50.0,11.2,59.0,Poor,Rainy
298,Jaipur,237.2,82.9,58.4,98.2,4.16,94.2,34.3,40.0,4.6,126.0,Good,Sunny
299,Chennai,171.9,249.1,29.6,65.0,1.56,147.7,10.5,29.0,4.3,150.0,Moderate,Foggy
300,Pune,220.7,172.3,125.9,68.7,0.85,60.8,21.7,76.0,11.3,172.0,Very Poor,Cloudy
301,Kolkata,291.7,98.2,18.5,49.3,3.67,72.5,21.0,37.0,19.6,136.0,Good,Sunny
302,Surat,7.2,189.4,87.0,20.4,2.89,93.0,32.9,68.0,19.5,94.0,Good,Sunny
303,Chennai,221.8,345.9,133.3,20.6,2.28,145.3,27.8,66.0,8.0,233.0,Poor,Sunny
304,Pune,122.0,141.9,87.8,57.8,3.88,96.3,39.8,67.0,7.5,117.0,Very Poor,Foggy
305,Hyderabad,151.8,321.2,7.6,19.2,3.21,73.3,13.7,,8.0,160.0,Moderate,Rainy
306,Jaipur,93.4,217.0,54.5,20.2,1.07,78.5,43.7,86.0,14.7,121.0,Satisfactory,Foggy
307,Delhi,114.0,134.8,140.3,92.2,2.11,116.8,41.0,20.0,3.7,129.0,Satisfactory,Foggy
308,Jaipur,161.0,132.5,142.3,20.4,2.87,62.3,15.8,26.0,7.9,145.0,Severe,Rainy
309,Chennai,59.9,69.5,156.1,13.8,3.52,168.9,18.4,30.0,17.4,95.0,Satisfactory,Sunny
310,Jaipur,79.8,238.8,93.9,99.7,0.59,55.7,34.1,70.0,11.1,137.0,Moderate,Rainy
311,Ahmedabad,181.6,213.6,77.3,5.4,4.57,126.7,12.8,95.0,15.1,157.0,Good,Cloudy
312,Ahmedabad,145.5,270.2,134.8,63.3,1.22,66.0,,55.0,6.2,183.0,Poor,Cloudy
313,Kolkata,217.4,199.4,96.6,65.4,1.45,82.3,42.1,82.0,15.1,171.0,Severe,Cloudy
314,Chennai,208.2,245.9,45.3,18.9,3.96,75.0,32.8,83.0,14.2,166.0,Satisfactory,Sunny
315,Mumbai,84.0,288.5,31.8,78.2,2.15,149.7,20.1,38.0,16.5,134.0,Good,Rainy
316,Kolkata,187.7,328.8,49.4,20.3,0.96,105.6,41.6,56.0,6.5,188.0,Moderate,Foggy
317,Pune,241.2,38.0,124.1,40.2,3.16,96.0,38.7,67.0,13.4,134.0,Poor,Sunny
318,Kolkata,15.4,337.9,72.9,79.2,3.05,102.5,40.6,38.0,5.2,142.0,Good,Cloudy
319,Jaipur,92.0,235.1,160.7,35.5,1.13,60.0,,75.0,4.6,162.0,Moderate,Cloudy
320,Surat,145.3,231.3,165.2,50.2,3.93,151.8,29.2,75.0,18.0,180.0,Very Poor,Cloudy
321,Delhi,23.4,16.0,64.7,95.5,1.48,150.1,19.8,95.0,11.7,34.0,Satisfactory,Cloudy
322,Jaipur,84.9,142.5,154.6,9.8,3.54,162.1,31.4,88.0,5.0,127.0,Good,Sunny
323,Surat,143.1,308.0,177.0,39.2,1.08,113.7,21.8,61.0,1.7,209.0,Poor,Sunny
324,Ahmedabad,179.9,394.5,112.9,28.7,0.33,28.3,39.9,85.0,10.5,229.0,Poor,Foggy
325,Mumbai,50.3,370.5,35.4,38.8,4.88,114.7,20.9,74.0,4.4,152.0,Severe,Rainy
326,Pune,19.4,239.3,52.7,52.5,0.77,76.1,24.8,91.0,18.1,103.0,Satisfactory,Rainy
327,Pune,249.0,311.4,158.6,98.5,4.24,171.1,13.9,81.0,5.5,239.0,Poor,Foggy
328,Jaipur,244.5,151.6,98.1,61.4,4.09,92.5,20.5,40.0,7.2,164.0,Poor,Sunny
329,Hyderabad,29.9,101.6,45.0,89.9,2.58,63.6,21.7,54.0,12.8,58.0,Good,Sunny
330,Jaipur,45.0,111.0,128.0,90.0,4.48,47.0,26.7,31.0,0.8,94.0,Moderate,Foggy
331,Pune,69.8,133.2,139.2,20.6,3.41,8.5,15.3,92.0,10.0,114.0,Severe,Cloudy
332,Surat,206.5,114.5,,73.5,0.24,61.1,28.4,85.0,6.9,,Severe,Rainy
333,Mumbai,15.7,11.9,162.3,49.6,3.86,158.9,42.4,56.0,7.3,63.0,Poor,Sunny
334,Jaipur,214.2,163.0,159.4,2.5,1.22,147.4,29.9,67.0,2.6,178.0,Severe,Foggy
335,Hyderabad,210.9,201.0,144.4,97.5,3.2,62.0,36.8,54.0,15.6,185.0,Satisfactory,Foggy
336,Bengaluru,216.4,261.3,78.4,75.4,1.93,42.4,25.9,64.0,2.9,185.0,Good,Sunny
337,Mumbai,,312.8,83.2,63.5,0.47,33.3,24.4,88.0,18.8,189.0,Good,Foggy
338,Jaipur,257.6,,19.0,88.3,4.48,85.7,16.7,33.0,2.2,175.0,Satisfactory,Rainy
339,Ahmedabad,175.2,51.1,15.3,98.6,2.32,104.7,14.8,48.0,11.3,80.0,Very Poor,Sunny
340,Chennai,51.7,247.0,107.9,35.6,2.72,34.4,35.7,65.0,12.9,135.0,Severe,Foggy
341,Jaipur,246.4,359.5,141.5,65.0,1.71,30.0,36.9,57.0,6.9,249.0,Moderate,Rainy
342,Ahmedabad,282.7,179.8,13.1,89.3,3.26,113.0,21.4,63.0,13.9,158.0,Severe,Rainy
343,Pune,217.9,381.2,85.3,32.5,2.25,154.1,43.6,64.0,3.7,228.0,Poor,Foggy
344,Kolkata,206.5,270.3,59.3,60.2,0.65,18.1,,25.0,15.1,178.0,Very Poor,Sunny
345,Delhi,87.4,152.1,142.0,45.8,1.15,107.7,25.9,83.0,5.5,127.0,Very Poor,Sunny
346,Hyderabad,8.0,371.2,74.4,80.0,3.92,76.4,31.9,84.0,19.2,151.0,Poor,Sunny
347,Hyderabad,163.7,19.1,67.9,3.9,1.4,195.8,30.5,63.0,2.9,83.0,Severe,Cloudy
348,Chennai,96.9,121.7,178.5,28.5,4.35,105.6,19.6,32.0,17.2,132.0,Poor,Sunny
349,Surat,21.3,50.6,75.0,97.4,1.57,177.7,26.8,84.0,19.7,48.0,Good,Sunny
350,Surat,56.1,216.4,25.4,11.4,0.64,68.6,27.4,35.0,17.1,99.0,Good,Rainy
351,Surat,67.9,338.0,,67.3,3.21,134.3,18.8,55.0,16.0,,Satisfactory,Sunny
352,Kolkata,254.4,339.3,43.9,23.9,1.3,50.8,11.8,78.0,3.2,212.0,Very Poor,Sunny
353,Pune,5.5,175.7,28.1,60.0,1.09,145.9,37.4,44.0,2.0,69.0,Very Poor,Sunny
354,Delhi,149.9,134.5,56.0,13.2,3.85,134.5,32.1,83.0,6.6,113.0,Very Poor,Rainy
355,Surat,171.0,13.2,168.8,44.7,0.93,42.4,27.0,44.0,7.3,117.0,Severe,Cloudy
356,Hyderabad,291.6,73.6,5.6,15.3,2.26,120.9,32.2,47.0,2.6,123.0,Satisfactory,Foggy
357,Chennai,277.0,233.3,144.3,56.4,3.45,38.8,18.7,78.0,2.7,218.0,Moderate,Sunny
358,Delhi,247.5,140.1,29.8,67.9,3.51,155.0,23.9,92.0,6.4,139.0,Poor,Rainy
359,Chennai,215.7,265.1,63.5,29.3,4.62,95.8,41.7,30.0,16.2,181.0,Satisfactory,Cloudy
360,Ahmedabad,33.1,65.4,138.7,47.9,1.12,31.7,37.3,38.0,9.2,79.0,Good,Foggy
361,Hyderabad,278.4,220.9,138.3,43.5,4.97,174.7,41.4,22.0,9.8,212.0,Severe,Rainy
362,Surat,117.1,361.2,125.1,7.0,3.89,70.0,22.1,57.0,16.6,201.0,Very Poor,Rainy
363,Bengaluru,31.5,237.5,19.8,86.6,2.79,169.9,23.6,46.0,3.9,96.0,Poor,Foggy
364,Jaipur,280.3,132.7,103.5,85.3,2.05,171.7,13.4,69.0,11.2,172.0,Moderate,Foggy
365,Pune,228.3,275.2,106.5,93.8,4.24,178.3,23.5,43.0,13.5,203.0,Good,Rainy
366,Ahmedabad,221.3,249.7,16.9,14.8,1.97,47.4,19.9,56.0,0.7,162.0,Severe,Rainy
367,Bengaluru,5.3,176.4,90.9,82.0,4.16,86.1,32.8,64.0,11.7,90.0,Severe,Rainy
368,Mumbai,215.0,24.9,127.0,46.9,2.83,54.4,30.7,76.0,15.9,122.0,Moderate,Sunny
369,Chennai,6.9,148.0,26.9,16.7,0.67,101.0,43.8,60.0,12.3,60.0,Good,Foggy
370,Pune,268.5,239.1,107.1,42.9,2.79,192.8,39.2,64.0,9.8,204.0,Severe,Foggy
371,Jaipur,45.0,115.6,179.0,53.5,2.41,127.3,20.9,66.0,0.8,113.0,Severe,Rainy
372,Pune,51.7,255.8,136.5,5.5,2.54,15.8,14.2,69.0,9.9,148.0,Satisfactory,Foggy
373,Mumbai,142.4,348.5,14.3,89.3,3.94,189.9,,34.0,5.5,168.0,Poor,Foggy
374,Ahmedabad,150.6,208.5,89.1,93.2,1.9,162.3,20.3,54.0,15.3,149.0,Moderate,Cloudy
375,Hyderabad,85.7,356.0,155.0,16.4,1.99,190.3,25.4,52.0,9.7,198.0,Good,Cloudy
376,Bengaluru,291.4,95.2,32.2,94.9,0.98,116.3,27.3,26.0,5.7,139.0,Moderate,Sunny
377,Jaipur,40.4,105.6,85.1,47.5,4.0,61.3,20.8,67.0,4.8,77.0,Satisfactory,Foggy
378,Kolkata,198.2,352.9,44.2,88.2,4.51,140.9,26.6,49.0,0.5,198.0,Good,Cloudy
379,Bengaluru,156.8,130.1,176.7,85.7,3.53,57.5,15.7,29.0,16.9,154.0,Severe,Cloudy
380,Pune,146.9,235.5,140.2,80.3,2.59,172.7,15.2,51.0,18.2,174.0,Severe,Cloudy
381,Hyderabad,115.2,342.0,38.5,26.4,1.69,131.4,17.1,,14.9,165.0,Moderate,Foggy
382,Pune,189.3,203.7,46.4,37.0,4.15,63.3,17.6,54.0,10.0,146.0,Poor,Cloudy
383,Ahmedabad,151.8,102.3,158.2,81.2,3.95,177.5,17.4,79.0,1.7,137.0,Poor,Sunny
384,Pune,27.7,294.0,108.2,77.7,3.96,39.2,23.9,23.0,16.4,143.0,Satisfactory,Cloudy
385,Chennai,183.3,19.6,117.8,85.9,3.61,83.5,40.9,85.0,5.3,106.0,Moderate,Rainy
386,Hyderabad,141.6,260.0,125.6,25.2,2.17,25.7,26.4,41.0,6.9,175.0,Good,Sunny
387,Ahmedabad,255.4,205.1,139.4,39.2,3.64,193.3,12.8,94.0,5.5,199.0,Good,Rainy
388,Delhi,95.3,382.0,102.9,82.8,3.88,119.5,33.9,29.0,3.2,193.0,Poor,Sunny
389,Chennai,60.3,341.7,90.8,17.0,3.17,170.9,32.7,63.0,15.1,164.0,Very Poor,Rainy
390,Chennai,299.6,73.4,54.5,96.3,2.6,128.8,28.3,95.0,11.5,142.0,Severe,Foggy
391,Hyderabad,64.5,273.7,178.0,11.5,1.68,14.2,40.0,65.0,8.2,172.0,Very Poor,Cloudy
392,Jaipur,19.0,136.4,13.7,37.9,1.84,198.9,19.1,70.0,5.7,56.0,Satisfactory,Sunny
393,Mumbai,221.7,295.0,104.9,56.1,4.38,14.9,18.0,56.0,13.2,207.0,Severe,Foggy
394,Pune,92.4,374.6,78.5,49.9,0.6,133.2,25.2,81.0,5.0,181.0,Good,Foggy
395,Delhi,52.9,323.1,24.9,47.1,4.33,134.5,28.3,55.0,5.7,133.0,Severe,Foggy
396,Mumbai,52.0,45.1,74.1,25.1,0.26,167.1,37.3,77.0,8.1,57.0,Good,Cloudy
397,Kolkata,58.6,48.3,173.9,88.1,4.43,74.2,29.7,87.0,19.4,93.0,Poor,Rainy
398,Chennai,129.3,311.3,109.0,30.9,4.22,162.7,30.9,72.0,3.4,183.0,Satisfactory,Foggy
399,Jaipur,116.7,264.5,109.3,26.5,1.11,142.3,32.6,28.0,4.9,163.0,Poor,Cloudy
400,Mumbai,202.1,279.7,130.4,27.1,3.05,57.3,38.8,84.0,10.5,204.0,Good,Foggy
401,Pune,122.0,211.9,50.6,87.8,2.07,63.0,24.1,74.0,14.0,128.0,Good,Cloudy
402,Delhi,257.8,72.1,90.8,21.5,3.69,11.6,10.0,53.0,8.3,140.0,Poor,Sunny
403,Bengaluru,17.3,329.8,158.1,72.0,0.58,24.4,12.3,42.0,8.2,168.0,Severe,Cloudy
404,Ahmedabad,261.4,30.6,36.0,22.5,1.8,7.5,19.2,58.0,14.7,109.0,Poor,Cloudy
405,Pune,249.2,,92.3,58.5,4.58,52.7,25.4,80.0,18.1,150.0,Poor,Rainy
406,Hyderabad,,224.2,74.7,5.3,1.16,139.1,19.3,30.0,4.5,182.0,Moderate,Cloudy
407,Delhi,156.0,332.1,179.5,34.3,1.52,107.4,44.0,23.0,17.2,222.0,Satisfactory,Cloudy
408,Jaipur,198.4,178.9,115.5,31.4,3.42,101.3,19.0,23.0,6.5,164.0,Poor,Rainy
409,Pune,76.1,58.0,169.5,6.4,2.55,130.2,11.9,31.0,11.3,101.0,Severe,Cloudy
410,Surat,98.5,115.4,128.9,79.7,1.56,95.9,,22.0,2.0,114.0,Good,Cloudy
411,Hyderabad,272.8,59.7,127.1,60.7,1.01,13.5,25.6,79.0,14.6,153.0,Poor,Sunny
412,Jaipur,162.7,76.4,46.2,21.8,4.24,191.3,44.2,42.0,1.6,95.0,Good,Foggy
413,Jaipur,281.1,191.8,173.4,18.8,4.96,21.6,39.7,46.0,9.1,215.0,Satisfactory,Foggy
414,Mumbai,,166.7,49.0,9.2,1.29,136.1,12.0,68.0,5.4,139.0,Poor,Sunny
415,Surat,95.7,88.7,129.6,83.2,3.13,107.8,34.4,84.0,7.2,104.0,Severe,Sunny
416,Jaipur,128.4,17.0,152.5,19.2,4.4,171.0,30.6,44.0,17.2,99.0,Very Poor,Sunny
417,Bengaluru,41.2,348.5,10.4,81.6,4.97,42.6,33.8,94.0,2.0,133.0,Satisfactory,Rainy
418,Kolkata,85.7,154.9,96.1,8.3,0.27,164.5,34.0,53.0,1.1,112.0,Satisfactory,Sunny
419,Jaipur,152.2,98.9,,53.0,4.84,96.3,27.3,44.0,4.2,,Satisfactory,Rainy
420,Pune,49.8,267.0,91.1,72.8,2.98,74.1,24.4,24.0,11.4,135.0,Satisfactory,Cloudy
421,Ahmedabad,222.2,249.7,23.8,57.0,4.54,49.0,18.1,31.0,4.0,165.0,Very Poor,Rainy
422,Surat,287.2,24.1,32.8,45.8,0.69,83.9,18.9,88.0,3.0,114.0,Poor,Cloudy
423,Hyderabad,136.5,164.5,148.2,33.4,2.5,103.7,20.1,93.0,3.7,149.0,Severe,Sunny
424,Delhi,119.5,,78.2,16.4,4.67,19.6,16.8,84.0,7.0,76.0,Very Poor,Foggy
425,Chennai,191.6,394.4,,20.9,4.98,10.9,26.6,70.0,19.4,,Satisfactory,Foggy
426,Bengaluru,297.7,282.6,132.8,54.4,0.97,88.4,32.9,20.0,6.4,237.0,Poor,Rainy
427,Surat,50.0,210.8,26.3,39.5,0.56,135.0,28.2,35.0,3.6,95.0,Poor,Cloudy
428,Mumbai,103.0,343.1,45.5,86.2,1.84,86.9,41.0,51.0,8.7,163.0,Very Poor,Foggy
429,Hyderabad,124.6,326.6,60.5,67.0,2.62,117.6,41.6,40.0,8.7,170.0,Poor,Cloudy
430,Kolkata,107.5,53.0,9.5,87.5,0.22,111.7,23.0,31.0,14.7,56.0,Poor,Foggy
431,Pune,164.4,303.9,8.0,33.5,1.16,138.5,39.3,54.0,3.0,158.0,Severe,Foggy
432,Surat,151.0,287.0,150.1,92.5,4.01,158.5,38.1,82.0,14.7,196.0,Very Poor,Cloudy
433,Delhi,291.7,,79.8,40.5,1.25,186.5,16.6,54.0,2.6,148.0,Moderate,Cloudy
434,Ahmedabad,246.1,285.1,85.8,46.9,4.66,196.3,38.2,74.0,4.8,205.0,Poor,Cloudy
435,Delhi,299.9,143.0,49.7,73.1,1.87,61.5,14.7,25.0,14.2,164.0,Very Poor,Cloudy
436,Hyderabad,49.0,59.3,17.0,38.2,3.89,36.0,10.5,53.0,2.9,41.0,Good,Cloudy
437,Hyderabad,34.5,380.0,77.9,47.5,2.81,134.6,38.3,25.0,13.5,164.0,Moderate,Rainy
438,Kolkata,230.9,293.0,,56.8,0.38,155.4,32.6,49.0,13.0,,Satisfactory,Sunny
439,Bengaluru,12.2,247.8,167.7,43.8,0.3,173.0,42.8,33.0,10.0,142.0,Moderate,Foggy
440,Kolkata,27.1,334.3,175.7,58.3,3.15,13.2,11.7,34.0,4.1,179.0,Poor,Rainy
441,Mumbai,155.6,251.1,152.9,78.6,3.73,170.6,17.7,32.0,13.6,186.0,Good,Sunny
442,Mumbai,13.6,177.4,72.7,10.4,2.09,93.0,40.0,88.0,11.9,87.0,Severe,Foggy
443,Jaipur,54.2,260.1,125.7,91.0,2.39,98.2,30.5,60.0,14.8,146.0,Very Poor,Cloudy
444,Pune,184.0,95.2,170.6,35.2,0.86,6.1,34.4,47.0,18.5,149.0,Satisfactory,Rainy
445,Ahmedabad,82.0,,40.7,95.3,2.43,184.6,18.0,88.0,8.8,94.0,Poor,Foggy
446,Kolkata,220.1,107.0,27.7,58.9,1.65,159.6,11.9,37.0,5.0,118.0,Good,Sunny
447,Delhi,85.6,293.6,27.4,68.9,3.33,105.1,39.4,56.0,8.3,135.0,Moderate,Sunny
448,Pune,194.6,238.6,9.3,37.1,1.66,134.5,41.0,79.0,8.6,147.0,Severe,Rainy
449,Mumbai,135.0,15.3,65.0,10.9,3.93,40.8,10.7,62.0,13.3,71.0,Very Poor,Foggy
450,Hyderabad,24.1,186.3,67.8,96.1,1.09,55.1,35.1,38.0,9.4,92.0,Good,Rainy
451,Delhi,200.0,285.8,98.5,50.7,2.48,163.8,43.0,,16.6,194.0,Moderate,Sunny
452,Chennai,8.9,115.8,18.0,24.5,3.86,44.3,44.4,58.0,3.6,47.0,Very Poor,Sunny
453,Mumbai,197.0,384.8,86.0,98.6,4.92,116.3,21.0,27.0,1.1,222.0,Moderate,Foggy
454,Chennai,235.5,133.5,156.8,30.1,2.55,29.9,18.6,69.0,3.1,175.0,Very Poor,Cloudy
455,Chennai,62.8,143.7,165.3,18.2,2.44,87.2,30.4,72.0,19.5,123.0,Satisfactory,Cloudy
456,Bengaluru,55.2,84.5,112.3,55.1,0.71,10.4,20.7,31.0,11.4,84.0,Poor,Cloudy
457,Surat,225.3,156.9,57.2,62.0,3.46,52.8,30.9,54.0,4.2,146.0,Poor,Sunny
458,Jaipur,169.2,211.4,156.6,54.9,0.87,107.3,25.4,57.0,9.9,179.0,Very Poor,Cloudy
459,Pune,46.6,309.7,168.1,32.9,3.87,134.4,12.4,65.0,8.2,174.0,Satisfactory,Sunny
460,Mumbai,25.8,273.6,117.9,94.3,2.22,143.6,38.5,68.0,12.5,139.0,Very Poor,Cloudy
461,Ahmedabad,82.3,142.2,58.0,44.8,2.25,148.1,13.1,63.0,12.3,94.0,Satisfactory,Foggy
462,Jaipur,210.0,351.2,101.8,77.4,0.3,120.1,24.4,94.0,14.4,221.0,Very Poor,Rainy
463,Surat,136.0,20.5,119.7,29.9,1.99,8.4,,44.0,9.3,92.0,Good,Cloudy
464,Jaipur,283.3,271.5,145.5,29.3,4.59,14.5,,25.0,10.3,233.0,Satisfactory,Sunny
465,Hyderabad,158.8,97.9,170.9,37.0,0.33,140.3,13.1,94.0,6.6,142.0,Moderate,Sunny
466,Delhi,274.3,100.0,72.4,11.9,3.59,132.2,29.6,69.0,0.9,148.0,Moderate,Cloudy
467,Pune,67.0,222.0,11.3,46.5,1.11,114.9,36.1,80.0,3.9,100.0,Good,Cloudy
468,Bengaluru,25.3,344.9,73.3,28.6,1.68,186.3,19.4,79.0,11.9,147.0,Poor,Foggy
469,Chennai,9.3,28.6,82.5,49.4,1.8,116.5,20.0,65.0,7.6,40.0,Satisfactory,Rainy
470,Surat,177.4,236.5,173.4,87.3,0.35,47.1,34.5,45.0,2.3,195.0,Satisfactory,Cloudy
471,Jaipur,24.5,227.8,178.0,4.9,3.7,128.3,11.2,45.0,15.1,143.0,Poor,Cloudy
472,Surat,219.7,394.5,,48.3,0.91,163.7,29.9,40.0,12.1,,Severe,Cloudy
473,Mumbai,74.1,265.6,29.7,88.5,1.22,122.8,15.7,23.0,8.5,123.0,Poor,Sunny
474,Kolkata,245.6,270.7,76.1,71.6,3.37,67.7,24.7,65.0,17.0,197.0,Satisfactory,Rainy
475,Chennai,137.7,336.0,24.0,64.2,0.91,181.2,31.9,29.0,12.0,165.0,Satisfactory,Rainy
476,Bengaluru,242.8,255.8,155.0,97.1,3.39,92.2,14.8,67.0,10.2,217.0,Severe,Foggy
477,Kolkata,115.0,108.5,29.6,95.3,2.95,71.8,16.3,73.0,9.1,84.0,Good,Foggy
478,Ahmedabad,29.3,339.7,25.1,55.9,3.75,117.8,23.2,24.0,16.6,131.0,Poor,Rainy
479,Hyderabad,135.6,281.4,71.1,3.3,0.42,25.7,26.2,74.0,10.8,162.0,Moderate,Sunny
480,Chennai,116.0,32.7,156.2,20.9,2.31,187.0,26.0,56.0,14.5,101.0,Poor,Foggy
481,Delhi,147.0,62.7,165.7,57.8,2.1,15.4,29.4,49.0,7.3,125.0,Very Poor,Sunny
482,Kolkata,246.8,216.5,64.9,44.4,2.67,117.1,19.5,24.0,1.3,176.0,Poor,Rainy
483,Hyderabad,299.2,225.7,139.9,23.8,3.28,179.7,14.8,72.0,2.4,221.0,Poor,Cloudy
